"","SPECIES","YEAR","REGION","DISTRICT","TOTAL_AREA","SHELL_TEXT","SEX_TEXT","ABUNDANCE","ABUNDANCE_CV","ABUNDANCE_CI","BIOMASS_MT","BIOMASS_MT_CV","BIOMASS_MT_CI","BIOMASS_LBS","BIOMASS_LBS_CV","BIOMASS_LBS_CI","bin"
"11","SNOW",1990,"EBS","ALL",140350,"new_hardshell","female",506126862.666958,0.334164894986251,331494466.629136,17671.5616536618,0.335386254882246,11616.525806647,38959124.5850586,0.335386254882247,25610055.5806243,"Small (40-50mm)"
"12","SNOW",1991,"EBS","ALL",140350,"new_hardshell","female",1187807517.85019,0.221082643113081,514703106.089579,39942.3498376051,0.230837589969958,18071.5837175294,88057808.021783,0.230837589969958,39841022.2762998,"Small (40-50mm)"
"13","SNOW",1992,"EBS","ALL",133132,"new_hardshell","female",1209399204.04883,0.188963569037479,447923484.376778,38204.0533228115,0.187226456419133,14019.5066679761,84225520.2017882,0.187226456419133,30907721.5473803,"Small (40-50mm)"
"14","SNOW",1993,"EBS","ALL",140350,"new_hardshell","female",2335032717.64899,0.226792854978101,1037954723.54566,77233.6468672902,0.224897826745225,34044.571490841,170271045.05151,0.224897826745225,75055432.4598568,"Small (40-50mm)"
"15","SNOW",1994,"EBS","ALL",140350,"new_hardshell","female",2181215366.09481,0.191076884325922,816888478.946557,71124.907005292,0.184530838606434,25724.4879215627,156803578.960759,0.184530838606434,56712788.0073533,"Small (40-50mm)"
"16","SNOW",1995,"EBS","ALL",140350,"new_hardshell","female",1439148068.16058,0.167952877261182,473749755.350787,52488.9035025109,0.168549009888405,17340.0273223334,115718224.057674,0.168549009888405,38228216.4982925,"Small (40-50mm)"
"17","SNOW",1996,"EBS","ALL",140350,"new_hardshell","female",487005067.712237,0.222284235709224,212176956.55535,18231.4986114623,0.214028326023603,7648.03197227733,40193574.2690348,0.214028326023603,16861024.2987055,"Small (40-50mm)"
"18","SNOW",1997,"EBS","ALL",140350,"new_hardshell","female",195204774.192693,0.357478446102503,136771738.72638,7410.17218739152,0.348492798253284,5061.48761660054,16336633.2361181,0.348492798253284,11158670.0997651,"Small (40-50mm)"
"19","SNOW",1998,"EBS","ALL",140350,"new_hardshell","female",203120490.393821,0.38403946428369,152892317.259132,7057.03881814754,0.377260778579062,5218.19415963412,15558107.4217532,0.377260778579062,11504148.8895287,"Small (40-50mm)"
"20","SNOW",1999,"EBS","ALL",140350,"new_hardshell","female",112309815.55201,0.212487697670399,46774330.0995701,3961.87966784746,0.220235907815518,1710.19440399629,8734449.54077931,0.220235907815518,3770333.27080944,"Small (40-50mm)"
"21","SNOW",2000,"EBS","ALL",140350,"new_hardshell","female",314943580.975394,0.211411520021495,130502094.303041,11134.8770571981,0.21415107715523,4673.70999494847,24548201.8518041,0.21415107715523,10303766.7828242,"Small (40-50mm)"
"22","SNOW",2001,"EBS","ALL",140350,"new_hardshell","female",287707894.818691,0.537008472837289,302823091.35084,9196.73166229509,0.469069824371372,8455.26223902185,20275322.6697689,0.469069824371372,18640662.4058115,"Small (40-50mm)"
"23","SNOW",2002,"EBS","ALL",140350,"new_hardshell","female",61781828.9461666,0.33068865230772,40043877.5125753,2020.68575443388,0.318950366291799,1263.21698461312,4454849.52587255,0.318950366291799,2784916.74058172,"Small (40-50mm)"
"24","SNOW",2003,"EBS","ALL",140350,"new_hardshell","female",253453821.563505,0.262636272555739,130469687.242475,8407.30544616583,0.26308601164368,4335.21513866383,18534935.7754098,0.26308601164368,9557513.36527967,"Small (40-50mm)"
"25","SNOW",2004,"EBS","ALL",140350,"new_hardshell","female",631073201.526319,0.21820685141524,269900812.782483,20332.5382295568,0.219462560373704,8745.97256155932,44825573.7404865,0.219462560373704,19281568.9592826,"Small (40-50mm)"
"26","SNOW",2005,"EBS","ALL",140350,"new_hardshell","female",994833614.016041,0.246243448018185,480143668.266617,33608.7491495028,0.235631933392297,15521.8173003484,74094608.6670355,0.235631933392297,34219749.5525521,"Small (40-50mm)"
"27","SNOW",2006,"EBS","ALL",140350,"new_hardshell","female",392775756.534951,0.259236264875666,199570571.313356,12017.2326985244,0.250287672713499,5895.21980095765,26493463.059188,0.250287672713498,12996734.9339622,"Small (40-50mm)"
"28","SNOW",2007,"EBS","ALL",140350,"new_hardshell","female",288398588.918045,0.318730157668609,180165802.325815,10537.5390048448,0.321004278531441,6629.88640726435,23231296.8686949,0.321004278531441,14616397.5537429,"Small (40-50mm)"
"29","SNOW",2008,"EBS","ALL",140350,"new_hardshell","female",110215343.899493,0.217811911670442,47052180.910321,3851.12528471293,0.213468366730496,1611.30311222028,8490277.92225202,0.213468366730496,3552315.29185621,"Small (40-50mm)"
"30","SNOW",2009,"EBS","ALL",140350,"new_hardshell","female",567980048.663506,0.408122912539732,454339116.581018,19294.8189608185,0.413890602617368,15652.4507242889,42537794.3654975,0.413890602617368,34507746.9541409,"Small (40-50mm)"
"31","SNOW",2010,"EBS","ALL",140350,"new_hardshell","female",2726389076.20732,0.210240285302459,1123465761.76558,87331.2070616487,0.212344718087354,36346.8682657189,192532354.681472,0.212344718087354,80131128.0119622,"Small (40-50mm)"
"32","SNOW",2011,"EBS","ALL",140350,"new_hardshell","female",1156091972.3063,0.181994850425587,412389459.733089,42539.416110581,0.185006890654055,15425.3668055209,93783359.0776262,0.185006890654055,34007112.609767,"Small (40-50mm)"
"33","SNOW",2012,"EBS","ALL",140350,"new_hardshell","female",832468466.122833,0.193952624206505,316460509.404427,28278.0561641043,0.1887104916237,10459.2771265459,62342442.3212953,0.188710491623701,23058758.9613687,"Small (40-50mm)"
"34","SNOW",2013,"EBS","ALL",140350,"new_hardshell","female",515947248.195325,0.208781995758078,211132172.520852,17617.0928688044,0.197401531047229,6816.17656561026,38839041.4697773,0.197401531047229,15027097.05106,"Small (40-50mm)"
"35","SNOW",2014,"EBS","ALL",140350,"new_hardshell","female",942834077.052775,0.404476998652889,747455207.519388,32057.8065705848,0.41084667760452,25814.8529087937,70675365.5723644,0.41084667760452,56912008.7024259,"Small (40-50mm)"
"36","SNOW",2015,"EBS","ALL",140350,"new_hardshell","female",638305914.404554,0.2393300062575,299420886.637737,19346.442750951,0.229350294560019,8696.74019349355,42651605.3410493,0.229350294560019,19173030.1669176,"Small (40-50mm)"
"37","SNOW",2016,"EBS","ALL",140350,"new_hardshell","female",1188964879.24807,0.2557866904177,596077927.31206,36757.2948831424,0.255709031324026,18422.3776465734,81035963.8173428,0.255709031324026,40614390.5078774,"Small (40-50mm)"
"38","SNOW",2017,"EBS","ALL",140350,"new_hardshell","female",2499185250.44716,0.195961530449774,959898566.44805,78649.1088282584,0.198037354794909,30527.9044798774,173391604.511027,0.198037354794909,67302508.813977,"Small (40-50mm)"
"39","SNOW",2018,"EBS","ALL",140350,"new_hardshell","female",3566029162.37403,0.232835926595553,1627387420.40472,123406.157065552,0.224158325036053,54218.5342352224,272064005.542141,0.224158325036053,119531407.098455,"Small (40-50mm)"
"40","SNOW",2019,"EBS","ALL",140350,"new_hardshell","female",652166026.68048,0.235860384496044,301487454.423906,26670.8889565179,0.236836470598793,12380.6128480603,58799245.1383567,0.236836470598793,27294579.1571857,"Small (40-50mm)"
"41","SNOW",2021,"EBS","ALL",140350,"new_hardshell","female",3283459.59010732,0.317358944075892,2042389.12612735,113.11658556576,0.328412718217718,72.8118936686706,249379.383444571,0.328412718217718,160522.747921601,"Small (40-50mm)"
"42","SNOW",2022,"EBS","ALL",140350,"new_hardshell","female",658686639.867727,0.352281766046304,454804853.816869,21869.0386645624,0.354246108336231,15184.1628063525,48212977.3579802,0.354246108336231,33475348.8167199,"Small (40-50mm)"
"43","SNOW",2023,"EBS","ALL",140350,"new_hardshell","female",473816632.05934,0.223913257765147,207943898.308725,16434.1498450944,0.22200891764581,7151.11452629542,36231098.5193482,0.22200891764581,15765508.8561024,"Small (40-50mm)"
"44","SNOW",2024,"EBS","ALL",140350,"new_hardshell","female",1740116204.9431,0.21180263623649,722379951.146976,56712.7169069763,0.202448606410183,22503.564586963,125030138.639627,0.202448606410183,49611867.5606543,"Small (40-50mm)"
"45","SNOW",1980,"EBS","ALL",128721,"new_hardshell","female",2535561295.01604,0.345769708802183,1718371769.63045,144740.167915388,0.345386046862178,97982.819460189,319097448.476459,0.345386046862178,216015140.33446,"Medium (50-60mm)"
"46","SNOW",1981,"EBS","ALL",119097,"new_hardshell","female",947533931.838755,0.200495095818763,372352776.652859,52510.8532982659,0.196305981622493,20204.0614209996,115766615.073941,0.196305981622493,44542330.8619583,"Medium (50-60mm)"
"47","SNOW",1982,"EBS","ALL",132330,"new_hardshell","female",997379432.725667,0.206269805878214,403229353.471483,56874.9461809773,0.203995203408521,22740.3437814728,125387792.967016,0.203995203408521,50133876.3292535,"Medium (50-60mm)"
"48","SNOW",1983,"EBS","ALL",131528,"new_hardshell","female",323490946.69092,0.341893296994301,216774797.171454,18631.0112996632,0.347282816843147,12681.6509661757,41074348.979158,0.347282816843147,27958254.6024216,"Medium (50-60mm)"
"49","SNOW",1984,"EBS","ALL",132330,"new_hardshell","female",216788792.537476,0.24238935518667,102992699.444317,11893.9500373064,0.243025391247589,5665.44244813948,26221671.315385,0.243025391247589,12490162.5839508,"Medium (50-60mm)"
"50","SNOW",1985,"EBS","ALL",131528,"new_hardshell","female",88699815.6388367,0.234716347663723,40805821.6597789,4904.35289112082,0.234952892674386,2258.49212099106,10812247.3292945,0.234952892674387,4979122.82120417,"Medium (50-60mm)"
"51","SNOW",1986,"EBS","ALL",131528,"new_hardshell","female",288719441.832931,0.211077407243212,119446616.357493,15758.2936057364,0.209302241096771,6464.56248838145,34741090.5649418,0.209302241096771,14251920.7022409,"Medium (50-60mm)"
"52","SNOW",1987,"EBS","ALL",135137,"new_hardshell","female",1714903252.64385,0.152109748171399,511272863.720019,94601.0046748715,0.153438032073219,28450.1682993449,208559514.955846,0.153438032073219,62721884.6281415,"Medium (50-60mm)"
"53","SNOW",1988,"EBS","ALL",140350,"new_hardshell","female",1486216716.39734,0.180579171866774,526024376.368711,83319.6295388541,0.180232205507316,29433.0859639268,183688340.125419,0.180232205507316,64888847.1468934,"Medium (50-60mm)"
"54","SNOW",1989,"EBS","ALL",140350,"new_hardshell","female",620311880.053832,0.193433122466784,235178173.169626,35549.5739881877,0.193921273238705,13511.8845557305,78373395.0114462,0.193921273238705,29788606.3553728,"Medium (50-60mm)"
"55","SNOW",1990,"EBS","ALL",140350,"new_hardshell","female",619677566.665583,0.305258284779854,370756953.789104,34175.567023558,0.290036835119517,19427.8596639383,75344228.1746459,0.290036835119517,42831098.9092223,"Medium (50-60mm)"
"56","SNOW",1991,"EBS","ALL",140350,"new_hardshell","female",877101230.592345,0.328944522798781,565494585.657109,47722.4279254964,0.324420385442978,30344.971785254,105209944.174098,0.324420385442978,66899211.2571345,"Medium (50-60mm)"
"57","SNOW",1992,"EBS","ALL",133132,"new_hardshell","female",632304645.6573,0.162706271331512,201644665.231364,36655.4822488139,0.173867382206843,12491.4577745761,80811505.3805122,0.173867382206843,27538950.3896996,"Medium (50-60mm)"
"58","SNOW",1993,"EBS","ALL",140350,"new_hardshell","female",927250700.112253,0.213018382485744,387142030.821505,49051.9889885662,0.211652999794663,20348.7212060366,108141124.570871,0.211652999794663,44861251.0965227,"Medium (50-60mm)"
"59","SNOW",1994,"EBS","ALL",140350,"new_hardshell","female",1065709529.63043,0.151368871596044,316177887.940647,60520.4780497209,0.163344767428423,19375.9786869098,133424814.993518,0.163344767428423,42716720.9336215,"Medium (50-60mm)"
"60","SNOW",1995,"EBS","ALL",140350,"new_hardshell","female",997152437.989284,0.166859332793242,326113013.372252,53539.1395235439,0.16705093228401,17529.7758153397,118033598.147924,0.16705093228401,38646540.3184359,"Medium (50-60mm)"
"61","SNOW",1996,"EBS","ALL",140350,"new_hardshell","female",399761581.080894,0.187829404051344,147170479.892613,21697.9764160218,0.189337230556849,8052.14013606289,47835849.6551034,0.189337230556849,17751930.2982609,"Medium (50-60mm)"
"62","SNOW",1997,"EBS","ALL",140350,"new_hardshell","female",343327986.953642,0.362983695004948,244260024.153965,19547.4827103325,0.369333380702804,14150.2942323279,43094822.5833972,0.369333380702804,31196058.7704068,"Medium (50-60mm)"
"63","SNOW",1998,"EBS","ALL",140350,"new_hardshell","female",243176817.779934,0.418406755914173,199423773.944035,13568.1115450884,0.416599030227806,11078.8257389448,29912565.6480698,0.416599030227807,24424629.8475985,"Medium (50-60mm)"
"64","SNOW",1999,"EBS","ALL",140350,"new_hardshell","female",114726238.631762,0.204593936747862,46005693.9074959,6428.08250507853,0.202619017068121,2552.80544727111,14171496.1058066,0.202619017068121,5627972.63823274,"Medium (50-60mm)"
"65","SNOW",2000,"EBS","ALL",140350,"new_hardshell","female",411226011.746383,0.210369457609547,169558410.370207,22798.4403667673,0.208433921949641,9313.85794636142,50261957.3754461,0.208433921949641,20533541.9252346,"Medium (50-60mm)"
"66","SNOW",2001,"EBS","ALL",140350,"new_hardshell","female",681737508.54573,0.326803504553637,436676645.677683,39742.8303483528,0.32744627806304,25506.7380794276,87617942.8422776,0.32744627806304,56232731.7794783,"Medium (50-60mm)"
"67","SNOW",2002,"EBS","ALL",140350,"new_hardshell","female",80230523.1918441,0.250784415104059,39436307.0710322,4371.74278402228,0.25302876557931,2168.10629293997,9638043.03855978,0.25302876557931,4779856.1799882,"Medium (50-60mm)"
"68","SNOW",2003,"EBS","ALL",140350,"new_hardshell","female",185882831.646072,0.252020788224676,91818821.9878005,10280.5194496212,0.261205114183522,5263.23554314026,22664665.7429914,0.261205114183522,11603448.1425257,"Medium (50-60mm)"
"69","SNOW",2004,"EBS","ALL",140350,"new_hardshell","female",340458919.747956,0.244443592545812,163117082.856615,19063.1358577685,0.249947111324405,9338.96045125051,42027020.5554135,0.249947111324405,20588883.4753781,"Medium (50-60mm)"
"70","SNOW",2005,"EBS","ALL",140350,"new_hardshell","female",952505096.83283,0.199899901931914,373195123.8752,50440.7659487997,0.198799031525981,19654.0478232981,111202853.674104,0.198799031525981,43329758.4421411,"Medium (50-60mm)"
"71","SNOW",2006,"EBS","ALL",140350,"new_hardshell","female",379900320.370842,0.180348673406784,134288456.859159,22824.8460957694,0.183612072683934,8214.1979086586,50320172.0429506,0.183612072683934,18109206.5297719,"Medium (50-60mm)"
"72","SNOW",2007,"EBS","ALL",140350,"new_hardshell","female",586468547.139035,0.205301129518762,235989204.103547,31919.240084188,0.197442879755144,12352.3642963631,70369878.7618239,0.197442879755144,27232301.7610796,"Medium (50-60mm)"
"73","SNOW",2008,"EBS","ALL",140350,"new_hardshell","female",208242998.753206,0.156674075074497,63947507.2719803,11946.7481477505,0.154117830209219,3608.76552907113,26338071.224061,0.154117830209219,7955966.12233837,"Medium (50-60mm)"
"74","SNOW",2009,"EBS","ALL",140350,"new_hardshell","female",303248966.546679,0.260801133767252,155011841.606678,15831.6080132523,0.241228121050492,7485.29694631974,34902721.1662588,0.241228121050492,16502254.9791123,"Medium (50-60mm)"
"75","SNOW",2010,"EBS","ALL",140350,"new_hardshell","female",703949690.067346,0.232640571463423,320983826.030383,38434.5419957271,0.242782738353647,18289.2369720581,84733660.7441778,0.242782738353647,40320865.5649528,"Medium (50-60mm)"
"76","SNOW",2011,"EBS","ALL",140350,"new_hardshell","female",1377542867.59754,0.199956106157264,539878291.424251,75015.2302247906,0.198934895644328,29249.3681131478,165380273.536769,0.198934895644328,64483818.6170287,"Medium (50-60mm)"
"77","SNOW",2012,"EBS","ALL",140350,"new_hardshell","female",539447955.361561,0.148616868482422,157135289.036758,30272.4566712029,0.147532887241819,8753.71855574664,66739342.7962715,0.147532887241819,19298645.9532966,"Medium (50-60mm)"
"78","SNOW",2013,"EBS","ALL",140350,"new_hardshell","female",455820505.085161,0.174715406783332,156092175.33363,25104.6422750592,0.17827017264077,8771.80146842077,55346262.2730173,0.17827017264077,19338511.951647,"Medium (50-60mm)"
"79","SNOW",2014,"EBS","ALL",140350,"new_hardshell","female",648836517.904199,0.349036968928421,443877145.817132,34815.0005119885,0.333564572242205,22761.5794766515,76753937.7084074,0.333564572242205,50180693.0232352,"Medium (50-60mm)"
"80","SNOW",2015,"EBS","ALL",140350,"new_hardshell","female",266379696.251208,0.200521127766546,104692923.928548,14551.8481169966,0.202403751739436,5772.88336110023,32081333.5484387,0.202403751739436,12727029.2511761,"Medium (50-60mm)"
"81","SNOW",2016,"EBS","ALL",140350,"new_hardshell","female",333903576.454915,0.363894971362097,238151431.487855,17369.2610838316,0.352756531335826,12009.1557719256,38292665.9102132,0.352756531335826,26475656.4840933,"Medium (50-60mm)"
"82","SNOW",2017,"EBS","ALL",140350,"new_hardshell","female",749400952.563069,0.269827966092076,396330296.242412,40452.705803761,0.269167819941351,21341.5905985773,89182950.3299658,0.269167819941351,47050153.4198593,"Medium (50-60mm)"
"83","SNOW",2018,"EBS","ALL",140350,"new_hardshell","female",1605736032.44033,0.206480295014706,649843585.400282,85116.2530341054,0.205995439678507,34365.7775363933,187649216.925995,0.205995439678507,75763570.5741559,"Medium (50-60mm)"
"84","SNOW",2019,"EBS","ALL",140350,"new_hardshell","female",1110917303.0609,0.240879996242383,524491601.342341,60596.6920800273,0.244014240142179,28981.4533151534,133592838.168834,0.244014240142179,63893167.5926421,"Medium (50-60mm)"
"85","SNOW",2021,"EBS","ALL",140350,"new_hardshell","female",4223680.09098529,0.402064784950144,3328458.33386121,237.770490484773,0.396630930702923,184.841976631945,524194.202130815,0.396630930702924,407506.803150034,"Medium (50-60mm)"
"86","SNOW",2022,"EBS","ALL",140350,"new_hardshell","female",231243099.123728,0.59888337299121,271435788.480952,11669.9434991387,0.594799710248235,13604.9068633259,25727821.4338986,0.594799710248235,29993685.4390344,"Medium (50-60mm)"
"87","SNOW",2023,"EBS","ALL",140350,"new_hardshell","female",271483603.233039,0.266424278957757,141766453.550823,14059.2033087561,0.269078592351714,7414.74004637701,30995237.6596551,0.269078592351714,16346703.641371,"Medium (50-60mm)"
"88","SNOW",2024,"EBS","ALL",140350,"new_hardshell","female",882935473.866029,0.176729911012633,305840571.143431,49469.1695265154,0.179490550601983,17403.3270132287,109060850.222229,0.179490550601983,38367768.4287962,"Medium (50-60mm)"
"89","SNOW",1980,"EBS","ALL",128721,"new_hardshell","female",443481041.27199,0.291393163955989,253285593.790654,38311.9382919196,0.292100938645877,21934.2681473687,84463365.8452412,0.292100938645876,48356783.7513866,"Large (60-70mm)"
"90","SNOW",1981,"EBS","ALL",119097,"new_hardshell","female",149804597.684918,0.210566545955758,61825919.9374982,12559.8997231639,0.210446375973108,5180.64334347795,27689839.0578396,0.210446375973108,11421363.5107619,"Large (60-70mm)"
"91","SNOW",1982,"EBS","ALL",132330,"new_hardshell","female",219814174.279082,0.209690364156932,90342111.9328142,19181.1549174557,0.213373879745698,8021.80458777194,42287208.0442092,0.213373879745698,17685051.8622525,"Large (60-70mm)"
"92","SNOW",1983,"EBS","ALL",131528,"new_hardshell","female",56482916.0476885,0.231811556737653,25663049.6882698,4840.95857238808,0.229222222727989,2174.92435682994,10672486.7801196,0.229222222727989,4794887.43787724,"Large (60-70mm)"
"93","SNOW",1984,"EBS","ALL",132330,"new_hardshell","female",20122760.2744051,0.25682587997221,10129369.4052901,1675.93741051442,0.256014544177473,840.966130356734,3694809.52802278,0.256014544177473,1854012.9551931,"Large (60-70mm)"
"94","SNOW",1985,"EBS","ALL",131528,"new_hardshell","female",7322369.39921275,0.309590873445601,4443199.92646749,601.44987092565,0.308325270494588,363.466700518489,1325969.99135073,0.308325270494588,801306.910251804,"Large (60-70mm)"
"95","SNOW",1986,"EBS","ALL",131528,"new_hardshell","female",27009453.3707359,0.221555872112946,11728841.8738208,2161.6383668464,0.220502996767282,934.229566120856,4765596.84380586,0.220502996767282,2059623.63547003,"Large (60-70mm)"
"96","SNOW",1987,"EBS","ALL",135137,"new_hardshell","female",330570740.791341,0.212430870574692,137637923.295538,27959.8734564099,0.212944245417479,11669.6325440811,61640969.5260311,0.212944245417479,25727135.8953441,"Large (60-70mm)"
"97","SNOW",1988,"EBS","ALL",140350,"new_hardshell","female",409920239.788275,0.244042495154512,196074397.939243,36690.5009594743,0.248170838202238,17846.8042592586,80888708.4222221,0.248170838202238,39345468.3976691,"Large (60-70mm)"
"98","SNOW",1989,"EBS","ALL",140350,"new_hardshell","female",225053438.397131,0.215314159202185,94976096.0535166,19908.6917768061,0.218835543994534,8539.18961458587,43891152.262562,0.218835543994534,18825690.5965723,"Large (60-70mm)"
"99","SNOW",1990,"EBS","ALL",140350,"new_hardshell","female",162753783.411615,0.245294185763096,78248211.2923583,13721.3435100655,0.236949406812561,6372.47784254754,30250384.3044486,0.236949406812561,14048908.8089105,"Large (60-70mm)"
"100","SNOW",1991,"EBS","ALL",140350,"new_hardshell","female",178615644.495252,0.202875380298054,71023964.9361464,14804.8161955463,0.200966744298669,5831.54039308792,32639032.6970149,0.200966744298669,12856345.8708267,"Large (60-70mm)"
"101","SNOW",1992,"EBS","ALL",133132,"new_hardshell","female",194885223.392327,0.260770422926855,99607792.1673749,16969.0341215275,0.264805259591068,8807.23939169915,37410316.4952438,0.264805259591068,19416639.1989778,"Large (60-70mm)"
"102","SNOW",1993,"EBS","ALL",140350,"new_hardshell","female",85695957.6074154,0.28924960740269,48583543.3041273,7386.11446856385,0.302932079963468,4385.48239686821,16283595.0449606,0.302932079963467,9668333.69985534,"Large (60-70mm)"
"103","SNOW",1994,"EBS","ALL",140350,"new_hardshell","female",264882409.299829,0.321916325142464,167129144.721499,22480.1197808882,0.32035747608494,14115.2818927812,49560180.6108167,0.32035747608494,31118869.7745983,"Large (60-70mm)"
"104","SNOW",1995,"EBS","ALL",140350,"new_hardshell","female",80333751.5030515,0.18506322427709,29138973.2200013,7089.03437524982,0.192514582270521,2674.89528324706,15628645.5507395,0.192514582270521,5897134.65252313,"Large (60-70mm)"
"105","SNOW",1996,"EBS","ALL",140350,"new_hardshell","female",31704164.2153755,0.210381209023076,13073122.3814458,2681.33950915092,0.207982974754776,1093.03901618381,5911341.73873107,0.207982974754776,2409738.54164218,"Large (60-70mm)"
"106","SNOW",1997,"EBS","ALL",140350,"new_hardshell","female",35280138.9475597,0.420286214983825,29062401.8822516,2909.38496883225,0.413917548188353,2360.32116634878,6414095.91795445,0.413917548188353,5203617.43816107,"Large (60-70mm)"
"107","SNOW",1998,"EBS","ALL",140350,"new_hardshell","female",43872898.6235319,0.41282031264161,35498782.5034699,3460.08693012708,0.390192870442806,2646.19845244593,7628185.91972153,0.390192870442806,5833868.97016357,"Large (60-70mm)"
"108","SNOW",1999,"EBS","ALL",140350,"new_hardshell","female",32439165.7352769,0.285771382686667,18169563.0809292,2776.74845863983,0.284268857010845,1547.11249666657,6121682.46710115,0.284268857010845,3410799.2086961,"Large (60-70mm)"
"109","SNOW",2000,"EBS","ALL",140350,"new_hardshell","female",48000213.0833881,0.338489494695481,31845233.0288681,4121.71680209965,0.344029509396683,2779.26473022488,9086830.10276318,0.344029509396683,6127229.89636027,"Large (60-70mm)"
"110","SNOW",2001,"EBS","ALL",140350,"new_hardshell","female",130530720.607824,0.281953656951108,72135083.4788852,11220.9818087688,0.286170488881293,6293.78314588918,24738030.3349656,0.286170488881293,13875416.700438,"Large (60-70mm)"
"111","SNOW",2002,"EBS","ALL",140350,"new_hardshell","female",23653714.0915996,0.357622447969683,16579834.3085451,2129.17273285541,0.367490604506031,1533.60391040179,4694022.37267668,0.367490604506031,3381017.87382757,"Large (60-70mm)"
"112","SNOW",2003,"EBS","ALL",140350,"new_hardshell","female",33714198.2512246,0.351642163205178,23236453.8634262,2846.7662022384,0.35340796538043,1971.89690883582,6276045.16856938,0.35340796538043,4347288.53317317,"Large (60-70mm)"
"113","SNOW",2004,"EBS","ALL",140350,"new_hardshell","female",47307612.5269488,0.243322573806764,22561579.6797922,4033.4795497367,0.241411476783051,1908.5073791653,8892300.26011405,0.241411476783051,4207538.54207318,"Large (60-70mm)"
"114","SNOW",2005,"EBS","ALL",140350,"new_hardshell","female",85020718.9143284,0.242808082577034,40461686.7682618,6913.70775060798,0.245497457151286,3326.70343763234,15242116.5078417,0.245497457151286,7334125.65478644,"Large (60-70mm)"
"115","SNOW",2006,"EBS","ALL",140350,"new_hardshell","female",225988470.832744,0.238872556631644,105805589.842303,18927.083760041,0.240090666197615,8906.66365228753,41727077.0230134,0.240090666197615,19635832.1730316,"Large (60-70mm)"
"116","SNOW",2007,"EBS","ALL",140350,"new_hardshell","female",134468601.382193,0.26286099097625,69279237.6364467,12176.6446404183,0.285726509937971,6819.21274468881,26844906.2324802,0.285726509937971,15033790.6801406,"Large (60-70mm)"
"117","SNOW",2008,"EBS","ALL",140350,"new_hardshell","female",140447407.936364,0.265732479802843,73150018.4659104,12706.8029937086,0.271564833016239,6763.41283298719,28013705.3313061,0.271564833016239,14910772.932506,"Large (60-70mm)"
"118","SNOW",2009,"EBS","ALL",140350,"new_hardshell","female",37367613.2146206,0.238789413064447,17489061.2371915,3198.92674924649,0.238338870630914,1494.36003374701,7052426.27702606,0.238338870630914,3294499.93558539,"Large (60-70mm)"
